english,tamil,category,tamil_category
blood clotting,இரத்தம் உறைதல்,General Med,மருத்துவவியல்
blood cross matching,குருதிக் கலப்புப் பொருத்தம்,General Med,மருத்துவவியல்
blood donor,குருதிக் கொடையாளர்,General Med,மருத்துவவியல்
blood group,"இரத்த இனம், இரத்த வகை",General Med,மருத்துவவியல்
blood loss,"இரத்த இழப்பு, குருதியிழப்பு",General Med,மருத்துவவியல்
blood mole,இரத்த மச்சம்,General Med,மருத்துவவியல்
blood phosphorous,"குருதி எரியம், இரத்த பாஸ்ஃபரஸ்",General Med,மருத்துவவியல்
blood platelets,இரத்தத் தட்டணுக்கள்,General Med,மருத்துவவியல்
blood pressure,இரத்த அழுத்தம்,General Med,மருத்துவவியல்
blood products,"இரத்தப் பொருட்கள், குருதிப் பொருட்கள்",General Med,மருத்துவவியல்
blood receipient,"இரத்தம் ஏற்போர், குருதி ஏற்பாளர்",General Med,மருத்துவவியல்
blood sugar,இரத்தச் சர்க்கரை,General Med,மருத்துவவியல்
blood testis barrier,குருதி-விரை தடுப்பு,General Med,மருத்துவவியல்
blood transfusion,"இரத்தம் செலுத்துதல், குருதியேற்றம்",General Med,மருத்துவவியல்
